ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field Type=\"Text\" DisplayName=\"BayDisplayName\" Name=\"field_1\" ID=\"{f6ee9189-27eb-42d4-ae9a-11bf1d785a0b}\" StaticName=\"field_1\" />","<Field Type=\"Text\" DisplayName=\"MapSection\" Name=\"field_2\" ID=\"{8124203e-4d63-47ce-90ba-2e7526f4989c}\" StaticName=\"field_2\" />","<Field Type=\"Number\" DisplayName=\"BayNumber\" Name=\"field_3\" ID=\"{857e717b-0085-4936-9c4d-5cbc7c08bf16}\" StaticName=\"field_3\" />","<Field Type=\"Number\" DisplayName=\"BaySlot\" Name=\"field_4\" ID=\"{8825d1d5-a3d9-4051-b432-7dabb2185a58}\" StaticName=\"field_4\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"BayCategory\" FillInChoice=\"FALSE\" Format=\"Dropdown\" Name=\"field_5\" Title=\"BayCategory\" Type=\"Choice\" ID=\"{4b222483-0c4c-42f6-b102-2d22a3edc344}\" StaticName=\"field_5\"><CHOICES><CHOICE>Coral</CHOICE><CHOICE>Tempered</CHOICE><CHOICE>MirrorAnnealed</CHOICE><CHOICE>ManualOversized</CHOICE><CHOICE>Ignored</CHOICE><CHOICE>SDI</CHOICE><CHOICE>Overflow</CHOICE><CHOICE>ManualException</CHOICE></CHOICES></Field>","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"AutoAssignable\" Format=\"Dropdown\" Name=\"field_6\" Title=\"AutoAssignable\" Type=\"Boolean\" ID=\"{83aaf82f-13a0-4956-847f-eeee8d39b6bf}\" StaticName=\"field_6\"><Default>1</Default></Field>","<Field Type=\"Number\" DisplayName=\"AssignmentPriority\" Name=\"field_7\" ID=\"{d8b5be32-6471-4463-a24c-dcf970ed2e53}\" StaticName=\"field_7\" />","<Field ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"BayStatus\" FillInChoice=\"FALSE\" Format=\"Dropdown\" Name=\"field_8\" Title=\"BayStatus\" Type=\"Choice\" ID=\"{e52b3b37-d7ee-4a84-80d0-57bfa3012a2f}\" StaticName=\"field_8\"><CHOICES><CHOICE>Available</CHOICE><CHOICE>ManualHold</CHOICE><CHOICE>OutOfService</CHOICE></CHOICES></Field>","<Field Type=\"Text\" DisplayName=\"SourceCell\" Name=\"field_9\" ID=\"{4a43e5ed-dc06-48cf-957d-5c4d40d1c33c}\" StaticName=\"field_9\" />","<Field AppendOnly=\"FALSE\" ClientSideComponentId=\"00000000-0000-0000-0000-000000000000\" DisplayName=\"Notes\" Format=\"Dropdown\" IsolateStyles=\"FALSE\" Name=\"field_10\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Notes\" Type=\"Note\" ID=\"{3a7b8f59-29ba-492a-a3d5-5df310d0198e}\" StaticName=\"field_10\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"BayKey\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"BayKey","BayDisplayName","MapSection","BayNumber","BaySlot","BayCategory","AutoAssignable","AssignmentPriority","BayStatus","SourceCell","Notes"
"T-BAY12-02","12--2","Bay 12","12","2","Tempered","True","1,202","Available","N4","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-03","12--3","Bay 12","12","3","Tempered","True","1,203","Available","N5","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-04","12--4","Bay 12","12","4","Tempered","True","1,204","Available","N6","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-05","12--5","Bay 12","12","5","Tempered","True","1,205","Available","N7","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-06","12--6","Bay 12","12","6","Tempered","True","1,206","Available","N8","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-07","12--7","Bay 12","12","7","Tempered","True","1,207","Available","N9","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-08","12--8","Bay 12","12","8","Tempered","True","1,208","Available","N10","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-09","12--9","Bay 12","12","9","Tempered","True","1,209","Available","N11","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-10","12--10","Bay 12","12","10","Tempered","True","1,210","Available","N12","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-11","12--11","Bay 12","12","11","Tempered","True","1,211","Available","N13","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-12","12--12","Bay 12","12","12","Tempered","True","1,212","Available","N14","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-13","12--13","Bay 12","12","13","Tempered","True","1,213","Available","N15","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-14","12--14","Bay 12","12","14","Tempered","True","1,214","Available","N16","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-15","12--15","Bay 12","12","15","Tempered","True","1,215","Available","N17","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-16","12--16","Bay 12","12","16","Tempered","True","1,216","Available","N18","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-17","12--17","Bay 12","12","17","Tempered","True","1,217","Available","N19","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-18","12--18","Bay 12","12","18","Tempered","True","1,218","Available","N20","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-19","12--19","Bay 12","12","19","Tempered","True","1,219","Available","N21","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-20","12--20","Bay 12","12","20","Tempered","True","1,220","Available","N22","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-21","12--21","Bay 12","12","21","Tempered","True","1,221","Available","N23","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-22","12--22","Bay 12","12","22","Tempered","True","1,222","Available","N24","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-23","12--23","Bay 12","12","23","Tempered","True","1,223","Available","N25","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-24","12--24","Bay 12","12","24","Tempered","True","1,224","Available","N26","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-25","12--25","Bay 12","12","25","Tempered","True","1,225","Available","N27","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-26","12--26","Bay 12","12","26","Tempered","True","1,226","Available","N28","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-27","12--27","Bay 12","12","27","Tempered","True","1,227","Available","N29","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-28","12--28","Bay 12","12","28","Tempered","True","1,228","Available","N30","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-29","12--29","Bay 12","12","29","Tempered","True","1,229","Available","N31","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-30","12--30","Bay 12","12","30","Tempered","True","1,230","Available","N32","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-31","12--31","Bay 12","12","31","Tempered","True","1,231","Available","N33","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-32","12--32","Bay 12","12","32","Tempered","True","1,232","Available","N34","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY12-33","12--33","Bay 12","12","33","Tempered","True","1,233","Available","N35","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-34","13--34","Bay 13","13","34","Tempered","True","1,334","Available","N40","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-35","13--35","Bay 13","13","35","Tempered","True","1,335","Available","N41","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-36","13--36","Bay 13","13","36","Tempered","True","1,336","Available","N42","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-37","13--37","Bay 13","13","37","Tempered","True","1,337","Available","N43","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-38","13--38","Bay 13","13","38","Tempered","True","1,338","Available","N44","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-39","13--39","Bay 13","13","39","Tempered","True","1,339","Available","N45","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-40","13--40","Bay 13","13","40","Tempered","True","1,340","Available","N46","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-41","13--41","Bay 13","13","41","Tempered","True","1,341","Available","N47","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-42","13--42","Bay 13","13","42","Tempered","True","1,342","Available","N48","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-43","13--43","Bay 13","13","43","Tempered","True","1,343","Available","N49","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-44","13--44","Bay 13","13","44","Tempered","True","1,344","Available","N50","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-45","13--45","Bay 13","13","45","Tempered","True","1,345","Available","N51","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-46","13--46","Bay 13","13","46","Tempered","True","1,346","Available","N52","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-47","13--47","Bay 13","13","47","Tempered","True","1,347","Available","N53","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-48","13--48","Bay 13","13","48","Tempered","True","1,348","Available","N54","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-49","13--49","Bay 13","13","49","Tempered","True","1,349","Available","N55","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-50","13--50","Bay 13","13","50","Tempered","True","1,350","Available","N56","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-51","13--51","Bay 13","13","51","Tempered","True","1,351","Available","N57","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-52","13--52","Bay 13","13","52","Tempered","True","1,352","Available","N58","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-53","13--53","Bay 13","13","53","Tempered","True","1,353","Available","N59","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-54","13--54","Bay 13","13","54","Tempered","True","1,354","Available","N60","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY13-55","13--55","Bay 13","13","55","Tempered","True","1,355","Available","N61","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-01","14--1","Bay 14","14","1","Tempered","True","1,401","Available","N66","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-02","14--2","Bay 14","14","2","Tempered","True","1,402","Available","N67","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-03","14--3","Bay 14","14","3","Tempered","True","1,403","Available","N68","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-04","14--4","Bay 14","14","4","Tempered","True","1,404","Available","N69","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-05","14--5","Bay 14","14","5","Tempered","True","1,405","Available","N70","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-06","14--6","Bay 14","14","6","Tempered","True","1,406","Available","N71","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-07","14--7","Bay 14","14","7","Tempered","True","1,407","Available","N72","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-08","14--8","Bay 14","14","8","Tempered","True","1,408","Available","N73","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-09","14--9","Bay 14","14","9","Tempered","True","1,409","Available","N74","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-10","14--10","Bay 14","14","10","Tempered","True","1,410","Available","N75","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-11","14--11","Bay 14","14","11","Tempered","True","1,411","Available","N76","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-12","14--12","Bay 14","14","12","Tempered","True","1,412","Available","N77","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-13","14--13","Bay 14","14","13","Tempered","True","1,413","Available","N78","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-14","14--14","Bay 14","14","14","Tempered","True","1,414","Available","N79","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-15","14--15","Bay 14","14","15","Tempered","True","1,415","Available","N80","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-16","14--16","Bay 14","14","16","Tempered","True","1,416","Available","N81","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-17","14--17","Bay 14","14","17","Tempered","True","1,417","Available","N82","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-18","14--18","Bay 14","14","18","Tempered","True","1,418","Available","N83","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-19","14--19","Bay 14","14","19","Tempered","True","1,419","Available","N84","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-20","14--20","Bay 14","14","20","Tempered","True","1,420","Available","N85","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-21","14--21","Bay 14","14","21","Tempered","True","1,421","Available","N86","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-22","14--22","Bay 14","14","22","Tempered","True","1,422","Available","N87","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY14-23","14--23","Bay 14","14","23","Tempered","True","1,423","Available","N88","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-01","15--1","Bay 15","15","1","Tempered","True","1,501","Available","N93","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-02","15--2","Bay 15","15","2","Tempered","True","1,502","Available","N94","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-03","15--3","Bay 15","15","3","Tempered","True","1,503","Available","N95","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-04","15--4","Bay 15","15","4","Tempered","True","1,504","Available","N96","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-05","15--5","Bay 15","15","5","Tempered","True","1,505","Available","N97","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-06","15--6","Bay 15","15","6","Tempered","True","1,506","Available","N98","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-07","15--7","Bay 15","15","7","Tempered","True","1,507","Available","N99","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-08","15--8","Bay 15","15","8","Tempered","True","1,508","Available","N100","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-09","15--9","Bay 15","15","9","Tempered","True","1,509","Available","N101","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-10","15--10","Bay 15","15","10","Tempered","True","1,510","Available","N102","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-11","15--11","Bay 15","15","11","Tempered","True","1,511","Available","N103","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-12","15--12","Bay 15","15","12","Tempered","True","1,512","Available","N104","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-13","15--13","Bay 15","15","13","Tempered","True","1,513","Available","N105","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-14","15--14","Bay 15","15","14","Tempered","True","1,514","Available","N106","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-15","15--15","Bay 15","15","15","Tempered","True","1,515","Available","N107","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-16","15--16","Bay 15","15","16","Tempered","True","1,516","Available","N108","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-17","15--17","Bay 15","15","17","Tempered","True","1,517","Available","N109","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-18","15--18","Bay 15","15","18","Tempered","True","1,518","Available","N110","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-19","15--19","Bay 15","15","19","Tempered","True","1,519","Available","N111","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-20","15--20","Bay 15","15","20","Tempered","True","1,520","Available","N112","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-21","15--21","Bay 15","15","21","Tempered","True","1,521","Available","N113","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY15-22","15--22","Bay 15","15","22","Tempered","True","1,522","Available","N114","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-01","16--1","Bay 16","16","1","Tempered","True","1,601","Available","N119","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-02","16--2","Bay 16","16","2","Tempered","True","1,602","Available","N120","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-03","16--3","Bay 16","16","3","Tempered","True","1,603","Available","N121","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-04","16--4","Bay 16","16","4","Tempered","True","1,604","Available","N122","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-05","16--5","Bay 16","16","5","Tempered","True","1,605","Available","N123","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-06","16--6","Bay 16","16","6","Tempered","True","1,606","Available","N124","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-07","16--7","Bay 16","16","7","Tempered","True","1,607","Available","N125","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-08","16--8","Bay 16","16","8","Tempered","True","1,608","Available","N126","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-09","16--9","Bay 16","16","9","Tempered","True","1,609","Available","N127","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-10","16--10","Bay 16","16","10","Tempered","True","1,610","Available","N128","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-11","16--11","Bay 16","16","11","Tempered","True","1,611","Available","N129","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-12","16--12","Bay 16","16","12","Tempered","True","1,612","Available","N130","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-13","16--13","Bay 16","16","13","Tempered","True","1,613","Available","N131","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-14","16--14","Bay 16","16","14","Tempered","True","1,614","Available","N132","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-15","16--15","Bay 16","16","15","Tempered","True","1,615","Available","N133","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-16","16--16","Bay 16","16","16","Tempered","True","1,616","Available","N134","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-17","16--17","Bay 16","16","17","Tempered","True","1,617","Available","N135","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-18","16--18","Bay 16","16","18","Tempered","True","1,618","Available","N136","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-19","16--19","Bay 16","16","19","Tempered","True","1,619","Available","N137","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-20","16--20","Bay 16","16","20","Tempered","True","1,620","Available","N138","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-21","16--21","Bay 16","16","21","Tempered","True","1,621","Available","N139","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"T-BAY16-22","16--22","Bay 16","16","22","Tempered","True","1,622","Available","N140","Blue bays 12-16. Auto-assign for delivery list headers containing TEMPERED."
"M-BAY17-01","17--1","Bay 17","17","1","MirrorAnnealed","True","1,701","Available","R29","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-02","17--2","Bay 17","17","2","MirrorAnnealed","True","1,702","Available","R30","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-03","17--3","Bay 17","17","3","MirrorAnnealed","True","1,703","Available","R31","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-04","17--4","Bay 17","17","4","MirrorAnnealed","True","1,704","Available","R32","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-05","17--5","Bay 17","17","5","MirrorAnnealed","True","1,705","Available","R33","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-06","17--6","Bay 17","17","6","MirrorAnnealed","True","1,706","Available","R34","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-07","17--7","Bay 17","17","7","MirrorAnnealed","True","1,707","Available","R35","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-08","17--8","Bay 17","17","8","MirrorAnnealed","True","1,708","Available","R36","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-09","17--9","Bay 17","17","9","MirrorAnnealed","True","1,709","Available","R37","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-10","17--10","Bay 17","17","10","MirrorAnnealed","True","1,710","Available","R38","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-11","17--11","Bay 17","17","11","MirrorAnnealed","True","1,711","Available","R39","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-12","17--12","Bay 17","17","12","MirrorAnnealed","True","1,712","Available","R40","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-13","17--13","Bay 17","17","13","MirrorAnnealed","True","1,713","Available","R41","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-14","17--14","Bay 17","17","14","MirrorAnnealed","True","1,714","Available","R42","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-15","17--15","Bay 17","17","15","MirrorAnnealed","True","1,715","Available","R43","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-16","17--16","Bay 17","17","16","MirrorAnnealed","True","1,716","Available","R44","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-17","17--17","Bay 17","17","17","MirrorAnnealed","True","1,717","Available","R45","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-18","17--18","Bay 17","17","18","MirrorAnnealed","True","1,718","Available","R46","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-19","17--19","Bay 17","17","19","MirrorAnnealed","True","1,719","Available","R47","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-20","17--20","Bay 17","17","20","MirrorAnnealed","True","1,720","Available","R48","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-21","17--21","Bay 17","17","21","MirrorAnnealed","True","1,721","Available","R49","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY17-22","17--22","Bay 17","17","22","MirrorAnnealed","True","1,722","Available","R50","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY18-01","18--1","Bay 18","18","1","MirrorAnnealed","True","1,801","Available","R55","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY18-02","18--2","Bay 18","18","2","MirrorAnnealed","True","1,802","Available","R56","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
"M-BAY18-03","18--3","Bay 18","18","3","MirrorAnnealed","True","1,803","Available","R57","Mirror and BFS mirror storage. Auto-assign for delivery list headers containing MIRROR, BFS MIRROR, or ANNEALED."
